code,name,country,slug
TLA,TransAer International Airways     ,Ireland Republic of,TLA
TLO,Trans Mediterranean Airways,Lebanon,TLO
TLP,Tulip Air   ,Netherlands,TLP
TLR,Air Libya,Libya,TLR
TLX,Cargo Lion   ,Luxembourg,TLX
TM,LAM-Linhas Aereas De Mocambique,Mozambique,TM
TMA,Trans Mediterranean Airways,Lebanon,TMA
TMG,Tri Mg Airlines,Indonesia,TMG
TML,Travaux Aeriens de Madagascar   ,Madagascar,TML
TN,Air Tahiti Nui,French Polynesia,TN
TNZ,Tasman Pacific Connection   ,New Zealand,TNZ
TO,Transavia.com France,France,TO
TOK,Airlines Of Papua New Guinea,Papua New Guinea,TOK
TOL,Tolair Services   ,Puerto Rico,TOL
TOM,Thomson Airways,United Kingdom,TOM
TOO,Trans Arabian Air Transport (SD),Sudan,TOO
TP,TAP Portugal,Portugal,TP
TPA,TAMPA   ,Colombia,TPA
TPU,TACA Peru   ,Peru,TPU
TQ,Tandem Aero,Moldova Republic of,TQ
TQA,Braathens Sverige     ,Sweden,TQA
TR,Tigerair Singapore,Singapore,TR
TR1,Aerobrasil   ,Brazil,TR1
TRD,Trans Island Air   ,Barbados,TRD
TRU,Triangle Airline                       ,Uganda,TRU
TRZ,Transmeridian Airlines   ,USA,TRZ
TS,Air Transat A.T.Inc.,Canada,TS
TSJ,Trast Aero,Kyrgyzstan,TSJ
TSP,Transportes Aereos Inter,Guatemala,TSP
TSW,TEA Switzerland     ,Switzerland,TSW
TT,Tigerair Australia,Australia,TT
TTA,TTA,Mozambique,TTA
TTL,Total Linhas Aereas   ,Brazil,TTL
TU,Tunisair,Tunisia,TU
TUB,TUI Airlines Belgium,Belgium,TUB
TUL,Tulpar Air,Russian Federation,TUL
TUS,ABSA Cargo   ,Brazil,TUS
TV,Tibet Airlines,China,TV
TV1,Virgin Express (Ireland)     ,Ireland Republic of,TV1
TVL,Travel Service Hungary   ,Hungary,TVL
TW,T'way Air,Korea Republic of,TW
TWE,Transwede   ,Sweden,TWE
TWI,Tailwind Airlines,Turkey,TWI
TX,Air Caraibes,Guadeloupe,TX
TXE,Transaero Express   ,Russian Federation,TXE
TXP,"The Expediting Co., Inc.",USA,TXP
TY,Air Caledonie,New Caledonia,TY
TYA,Airline Tajmyr,Russian Federation,TYA
TYO,Trans-Air-Link,USA,TYO
TYW,Tyrol Air Ambulance   ,Austria,TYW
TZ,Scoot,Singapore,TZ
TZK,Tajikistan Airlines   ,Tajikistan,TZK
U2,Easyjet,United Kingdom,U2
U3,Avies Air Company,Estonia,U3
U4,Buddha Air,Nepal,U4
U5,Usa 3000 Airlines,USA,U5
U6,Ural Airlines,Russian Federation,U6
U7,Air Uganda,Uganda,U7
U8,Armavia,Armenia,U8
U9,Tatarstan,Russian Federation,U9
UA,United Airlines,USA,UA
UA1,Ted   ,USA,UA1
UA2,United Express,USA,UA2
UA3,Continental Connection,USA,UA3
UA4,United Connection Bus,USA,UA4
UA5,United Express Bus,USA,UA5
UA6,Anthonys Limo   ,USA,UA6
UA7,SNCF Railways     ,France,UA7
UA8,Serendipity Bus   ,USA,UA8
UAC,United Air Charter                     ,Zimbabwe,UAC
UAL,United Express   ,USA,UAL
UB,Myanma Airways,Myanmar,UB
UC,Lan Cargo,Chile,UC
UCA,Commutair     ,USA,UCA
UD,Hex'Air,France,UD
UDO,"Fast Air Carrier, Ltda.",Chile,UDO
UE,Nasair,Eritrea,UE
UF,Ukrainian-mediterranean Airlines,Ukraine,UF
UFS,United Feeder Services     ,USA,UFS
UG,Sevenair,Tunisia,UG
UH,US Helicopter,USA,UH
UI,Eurocypria Airlines,Cyprus,UI
UJ,ALMasria Universal Airlines,Egypt,UJ
UK,KLM uk,United Kingdom,UK
UK1,Buzz   ,United Kingdom,UK1
UKT,Sky-Trek Airlines   ,United Kingdom,UKT
UL,Srilankan Airlines,Sri Lanka,UL
UL1,SriLankan Air Taxi   ,Sri Lanka,UL1
ULA,Zuliana de Aviacion     ,Venezuela,ULA
UM,Air Zimbabwe,Zimbabwe,UM
UN,Transaero Airlines,Russian Federation,UN
UO,Hong Kong Express Airways,Hong Kong (sar) China,UO
UP,Bahamasair,Bahamas,UP
UP1,Congo Air     ,Bahamas,UP1
UP2,Sky Unlimited   ,Bahamas,UP2
UPA,Air Foyle   ,United Kingdom,UPA
UQ,Business Aviation Centre,Ukraine,UQ
UR,UTair-Express,Russian Federation,UR
URE,Eureca   ,Italy,URE
URJ,Star Air Aviation,Pakistan,URJ
US,US Airways,USA,US
US1,Metrojet   ,USA,US1
US2,US Airways Leasing   ,USA,US2
US3,Republic Airlines   ,USA,US3
US4,US Airways Shuttle,USA,US4
USA,US Airways Shuttle   ,USA,USA
USC,"Airnet Systems, Inc.",USA,USC
USE,US Airways Express     ,USA,USE
UT,UTair Aviation,Russian Federation,UT
UU,Air Austral,Reunion,UU
UV,INAER Helicopteros S.A.U.,Spain,UV
UVL,Orel Avia     ,Russian Federation,UVL
UW,Uni-top Airlines,China,UW
UX,Air Europa,Spain,UX
UX1,Air Europa Express   ,Spain,UX1
UXS,Skyway Airlines                        ,USA,UXS
UY,Air Caucasus Ltd.,Georgia,UY
UZ,Buraq Air,Libya,UZ
V0,Conviasa,Venezuela,V0
V2,Vision Airlines,USA,V2
V3,Carpatair,Romania,V3
V4,Vieques Air Link,Puerto Rico,V4
V5,Danube Wings,Slovakia,V5
V51,VIP Wings,Slovakia,V51
V6,VIP S.A.,Ecuador,V6
V7,Volotea,Spain,V7
V8,Iliamna Air Taxi,USA,V8
V9,Citywing,United Kingdom,V9
VA,Virgin Australia International,Australia,VA
VA1,Volareweb.com   ,Italy,VA1
VA2,Fantasea Cruises,Australia,VA2
VA3,Hayman Resort,Australia,VA3
VAS,Aviatrans   ,Russian Federation,VAS
VAV,Cambodia Angkor Air,Cambodia,VAV
VB,Vivaaerobus,Mexico,VB
VBA,V Bird,Netherlands,VBA
VC,Strategic Airlines Pty Ltd,Australia,VC
VCV,Conviasa,Venezuela,VCV
VD,Kun Peng Airlines,China,VD
VDA,Volga-Dnepr Airlines,Russian Federation,VDA
VE,CAI Second,Italy,VE
VEI,Virgin Express (Ireland)     ,Ireland Republic of,VEI
VES,Vieques Air Link,Puerto Rico,VES
VF,Valuair,Singapore,VF
VG,Cityjet,Belgium,VG
VG1,VLM Netherlands   ,Netherlands,VG1
VH,"Aeropostal, Alas De Venezuela S.A.",Venezuela,VH
VI,Volga-Dnepr Airlines,Russian Federation,VI
VI1,AirBridge Cargo   ,Russian Federation,VI1
VID,Aviaprad,Russian Federation,VID
VIM,Air Via,Bulgaria,VIM
VIO,Volga-Dnepr Airlines,Russian Federation,VIO
VJ,VietJet Air,Viet Nam,VJ
VJC,VietJet Air,Viet Nam,VJC
VK,Air Nigeria,Nigeria,VK
VKG,MyTravel Airways A/S   ,Denmark,VKG
VKO,Vnukovo Airlines   ,Russian Federation,VKO
VL,Sonicblue Airways,Canada,VL
VLE,Volare     ,Italy,VLE
VLO,VARIG Logistica,Brazil,VLO
VM,Macair Jet,Argentina,VM
VN,Vietnam Airlines,Viet Nam,VN
VNR,Vanair     ,Vanuatu,VNR
VNZ,Tbilaviamsheni,Georgia,VNZ
VO,Tyrolean Airways   ,Austria,VO
VP,FlyMe,Maldives,VP
VQ,NovoAir,Bangladesh,VQ
VR,TACV Cabo Verde Airlines,Cape Verde,VR
VRN,Voronezhavia,Russian Federation,VRN
VS,Virgin Atlantic Airways,United Kingdom,VS
VS1,Virgin Sun   ,United Kingdom,VS1
VS2,Air Atlanta Europe Ltd.   ,United Kingdom,VS2
VSG,Airclass Airways,Spain,VSG
VT,Air Tahiti,French Polynesia,VT
VTT,Victoria Airlines     ,Italy,VTT
VU,Air Ivoire,Cote D'Ivoire,VU
VUR,VIP S.A.,Ecuador,VUR
VV,Private JSC Aerosvit Airlines,Ukraine,VV
VV1,Autolux   ,Ukraine,VV1
VV2,Maus Ltd.   ,Ukraine,VV2
VV3,Merkur Company   ,Hungary,VV3
VV4,ATASS   ,Ukraine,VV4
VV5,Voyage Service   ,Ukraine,VV5
VV6,Europe Line East   ,Hungary,VV6
VW,Transportes Aeromar S.A. De C.V.,Mexico,VW
VX,Virgin America,USA,VX
VY,Vueling Airlines,Spain,VY
VZ,Velvet Sky,South Africa,VZ
W2,FlexFlight ApS,Denmark,W2
W21,Jetisfaction,Germany,W21
W22,Metrobus,Turkey,W22
W23,Advance Air,Germany,W23
W24,Guinea Airlines,Equatorial Guinea,W24
W3,Arik Air,Nigeria,W3
W4,Lc Busre,Peru,W4
W5,Mahan Air,Iran Islamic Republic of,W5
W6,Wizz Air,Hungary,W6
W7,Sayakhat Air Company,Kazakhstan,W7
W8,Cargojet Airways Ltd.,Canada,W8
W9,Air Bagan,Myanmar,W9
WA,KLM Cityhopper,Netherlands,WA
WAO,Vensecar Internacional C.A.,Venezuela,WAO
WAU,Wizz Air Ukraine,Ukraine,WAU
WAV,Warbelow's Air Ventures Inc.,USA,WAV
WB,Rwandair Express,Rwanda,WB
WBA,Finncomm Airlines,Finland,WBA
WC,Islena Airlines,Honduras,WC
WD,Dairo Air Services,Uganda,WD
WDA,Wimbi Dira Airways,Congo Democratic Republic of,WDA
WDL,WDL Aviation   ,Germany,WDL
WE,Centurion Air Cargo,USA,WE
WE1,Pronto Airways,Canada,WE1
WEA,White Eagle Aviation,Poland,WEA
WEB,Webjet,Brazil,WEB
WEO,"Challenge Air Cargo, Inc.",USA,WEO
WES,Western Express Air Lines   ,Canada,WES
WEW,Express Air,Canada,WEW
WF,Wideroe's Flyveselskap,Norway,WF
WG,Sunwing Airlines Inc.,Canada,WG
WG1,Vacation Express Public Charter,USA,WG1
WH,Westair Benin,Benin,WH
WHT,White Coloured By You,Portugal,WHT
WI,White Coloured By You,Portugal,WI
WIG,Wiggins Airways   ,USA,WIG
WIO,Tradewinds Int'l Airlines,USA,WIO
WJ,Air LAbrador,Canada,WJ
WK,Edelweiss Air,Switzerland,WK
WL,Aeroperlas,Panama,WL
WLG,Volga-Aviaexpress,Russian Federation,WLG
WLX,West Air Luxembourg   ,Luxembourg,WLX
WM,Windward Island Airways International,St Maarten (dutch Part),WM
WM1,Anguilla Air Services,"Anguilla, Leeward Islands",WM1
WN,Southwest Airlines,USA,WN
WO,World Airways,USA,WO
WOA,World Airways   ,USA,WOA
WOW,Air Southwest,United Kingdom,WOW
WP,Island Air,USA,WP
WQ,Romavia,Romania,WQ
WR,Aviaprad,Russian Federation,WR
WS,Westjet,Canada,WS
WSG,Wasaya Airways   ,Canada,WSG
WST,Western Air,Bahamas,WST
WT,Wasaya Airways LP,Canada,WT
WU,Wizz Air Ukraine,Ukraine,WU
WV,Wings Air (US),USA,WV
WW,bmibaby,United Kingdom,WW
WX,City Jet   ,Ireland Republic of,WX
WY,Oman Air,Oman,WY
WZ,West African Airlines,Benin,WZ
WZO,Western Air Freight,USA,WZO
WZZ,Wizz Air,Hungary,WZZ
X2,China Xinhua Airlines,China,X2
X3,TUIfly,Germany,X3
X4,"Air Excursions, LLC",USA,X4
X5,Afrique Airlines,Benin,X5
X6,Khors Air Company,Ukraine,X6
X7,ExecAir,USA,X7
X8,Icaro,Ecuador,X8
X9,Avion Express,Lithuania,X9
XAP,Northern Star Airlines     ,USA,XAP
XB,Forward Air,USA,XB
XC,Corendon Airlines,Turkey,XC
XCO,Air Caribbean,Netherlands Antilles,XCO
XE,"Expressjet Airlines, Inc.",USA,XE
XF,Vladivostok Air,Russian Federation,XF
XG,SunExpress Deutschland GmbH,Germany,XG
XJ,Mesaba Airlines,USA,XJ
XK,Air Corsica,France,XK
XL,LanEcuador,Ecuador,XL
XM,CAI First,Italy,XM
XMO,Australian Air Express,Australia,XMO
XN,Air Nepal International,Nepal,XN
XO,Exec Direct Aviation,Jamaica,XO
XP,Xtra Airways,USA,XP
XPS,XP Express Parcels System     ,Netherlands,XPS
XQ,SunExpress,Turkey,XQ
XR,Skywest Airlines,Australia,XR
XT,Skystar Airways,Thailand,XT
XT1,Dutch Eagle Express dba BonairExel   ,Netherlands Antilles,XT1
XT2,Granda Exel   ,Italy,XT2
XT3,Alsace Exel   ,France,XT3
XU,African Express Airways,Kenya,XU
XV,BVI Airways,"Virgin Islands, British",XV
XW,Sky Express,Russian Federation,XW
XY,NAS AIR - National Air Services,Saudi Arabia,XY
XZ,South African Express Airways,South Africa,XZ
XZ1,Congo Express,Congo Democratic Republic of,XZ1
Y0,Yellow Air Taxi,USA,Y0
Y2,flyglobespan,United Kingdom,Y2
Y21,Alliance Express     ,Rwanda,Y21
Y22,Alliance Express Uganda     ,Uganda,Y22
Y4,Volaris,Mexico,Y4
Y5,Golden Myanmar Airlines,Myanmar,Y5
Y6,Batavia Air,Indonesia,Y6
Y7,Airline Tajmyr,Russian Federation,Y7
Y8,Yangtze River Express Airlines,China,Y8
Y9,Kish Air,Iran Islamic Republic of,Y9
YB,SA Express   ,South Africa,YB
YC,Yamal Airlines,Russian Federation,YC
YD,Mauritania Airways,Mauritania,YD
YE,Yanair,Ukraine,YE
YG,South Airlines,Ukraine,YG
YH,Yangon Airways,Myanmar,YH
YI,Air Sunshine,USA,YI
YJ,Asian Wings Airways,Myanmar,YJ
YK,Avia Traffic Company,Kyrgyzstan,YK
YL,Air Bissau International,Guinea-Bissau,YL
YM,Montenegro Airlines,Montenegro,YM
YN,Air Creebec (1994) Inc.,Canada,YN
YO,Heli Air Monaco,Monaco,YO
YP,Aero Lloyd,Germany,YP
YQ,Aircompany Polet,Russian Federation,YQ
YR,Scenic Airlines,USA,YR
YRG,Air Yugoslavia   ,Serbia and Montenegro,YRG
YS,HOP! Regional,France,YS
YSS,Yestours   ,Portugal,YSS
YT,Yeti Airlines,Nepal,YT
YU,Euroatlantic Airways,Portugal,YU
YV,Mesa Airlines,USA,YV
YV1,Mesa Air Group   ,USA,YV1
YV2,go!   ,USA,YV2
YV3,Mokulele Airlines,USA,YV3
YW,Air Nostrum   ,Spain,YW
YX,Republic Airline Inc,USA,YX
YXS,Skyway Airlines     ,USA,YXS
YZ,Zimbabwe Airlink,Zimbabwe,YZ
Z2,Zestair,Philippines,Z2
Z3,PM Air LLC,USA,Z3
Z4,Puma Air,Brazil,Z4
Z5,GMG Airlines,Bangladesh,Z5
Z6,Dnieproavia Joint Stock Aviation Co,Ukraine,Z6
Z7,Fresh Air,South Africa,Z7
Z8,Amaszonas,Bolivia,Z8
Z9,Bek Air,Kazakhstan,Z9
ZA,Skywings Asia Airlines,Cambodia,ZA
ZAN,Zantop International Airlines   ,USA,ZAN
ZB,Monarch Airlines,United Kingdom,ZB
ZC,Korongo Airlines,Congo Democratic Republic of,ZC
ZD,EWA Air,Mayotte,ZD
ZE,Eastar Jet,Korea Republic of,ZE
ZF,Athens Airways,Greece,ZF
ZG,Viva Macau,Macao (sar) China,ZG
ZH,Shenzhen Airlines,China,ZH
ZI,Aigle Azur,France,ZI
ZJ,Zambezi Airlines,Zambia,ZJ
ZK,Great Lakes Airlines,USA,ZK
ZK1,Air Cargo Masters   ,USA,ZK1
ZL,Regional Express,Australia,ZL
ZLO,Affretair,Zimbabwe,ZLO
ZM,Air Manas,Kyrgyzstan,ZM
ZN,NAYSA,Spain,ZN
ZO,Central Air Transport Services (CATS),Zimbabwe,ZO
ZP,Silk Way Airlines,Azerbaijan,ZP
ZPO,Silk Way Airlines,Azerbaijan,ZPO
ZQ,Air Azul,USA,ZQ
ZQ1,Tranzair                               ,New Zealand,ZQ1
ZR,Aviacon Zitotrans,Russian Federation,ZR
ZR1,Muk Air Ghana     ,Ghana,ZR1
ZS,Sol Air,Zimbabwe,ZS
ZT,Titan Airways,United Kingdom,ZT
ZT1,Zambezi Transfer Services   ,Zimbabwe,ZT1
ZT2,Snowjet,United Kingdom,ZT2
ZU,Air Bashkortostan,Russian Federation,ZU
ZUO,Aerovias Colombianas Ltda. ARCA,Colombia,ZUO
ZV,Zagros Airlines,Iran Islamic Republic of,ZV
ZW,Air Wisconsin,USA,ZW
ZX,Air Georgian Ltd dba Air Alliance,Canada,ZX
ZY,Sky Airlines,Turkey,ZY
